geneID	Sample_ID	normalized_counts	activity...15.Eos.hpf.	log2FoldChange	hgnc_symbol
30	ENSG00000275874	HH01_25296-25297	1.28363799983711	remission	-1.48667561627268	PICSAR
31	ENSG00000198400	HH01_25279-25280	12.3204904067654	remission	-1.70901010944156	NTRK1
32	ENSG00000010932	HH01_25279-25280	35.0660111577168	remission	-1.38187332532034	FMO1
33	ENSG00000170577	HH01_25279-25280	0.947730031289644	remission	-3.42128964457751	SIX2
34	ENSG00000115604	HH01_25279-25280	47.3865015644822	remission	-1.65037817596416	IL18R1
35	ENSG00000123610	HH01_25279-25280	1.89546006257929	remission	-3.78578580095593	TNFAIP6
36	ENSG00000197635	HH01_25279-25280	12.3204904067654	remission	-2.40965517307388	DPP4
37	ENSG00000012223	HH01_25279-25280	16.1114105319239	remission	-2.69055338021232	LTF
38	ENSG00000187527	HH01_25279-25280	37.9092012515857	remission	-2.28707374061086	ATP13A5
39	ENSG00000250696	HH01_25279-25280	1.89546006257929	remission	-1.99944391660188	LOC105377267
40	ENSG00000213759	HH01_25279-25280	1.89546006257929	remission	-1.78841637714613	UGT2B11
41	ENSG00000181617	HH01_25279-25280	6.6341102190275	remission	-2.46090634420046	FDCSP
42	ENSG00000233913	HH01_25279-25280	100.459383316702	remission	-2.04149324170498	RPL10P9
43	ENSG00000213886	HH01_25279-25280	187.650546195349	remission	-1.89570422401536	UBD
44	ENSG00000204681	HH01_25279-25280	398.04661314165	remission	-1.63362840867784	GABBR1
45	ENSG00000124334	HH01_25279-25280	17.0591405632136	remission	-1.96565344428074	IL9R
46	ENSG00000104267	HH01_25279-25280	171.539135663425	remission	-2.32286318584219	CA2
47	ENSG00000238245	HH01_25279-25280	2.84319009386893	remission	-1.72083230963376	MYO5BP2
48	ENSG00000278910	HH01_25279-25280	0.947730031289644	remission	-1.85247611232401	BANCR
49	ENSG00000181333	HH01_25279-25280	240.723427947569	remission	-1.48311992599877	HEPHL1
50	ENSG00000110944	HH01_25279-25280	57.8115319086683	remission	-2.13907855226596	IL23A
51	ENSG00000133110	HH01_25279-25280	23.6932507822411	remission	-3.9584419802995	POSTN
52	ENSG00000211933	HH01_25279-25280	0	remission	-1.64503642818873	IGHV6-1
53	ENSG00000140287	HH01_25279-25280	9.47730031289644	remission	-1.44698125855607	HDC
54	ENSG00000159713	HH01_25279-25280	51.1774216896408	remission	-1.92715052357629	TPPP3
55	ENSG00000275385	HH01_25279-25280	0	remission	-2.22108301563181	CCL18
56	ENSG00000237560	HH01_25279-25280	20.8500606883722	remission	-2.16878159747354	LINC01497
57	ENSG00000173918	HH01_25279-25280	30.3273610012686	remission	-1.51437704763712	C1QTNF1
58	ENSG00000099994	HH01_25279-25280	20.8500606883722	remission	-1.69751657326579	SUSD2
59	ENSG00000179750	HH01_25279-25280	65.3933721589854	remission	-1.58452747572555	APOBEC3B
60	ENSG00000275874	HH01_25279-25280	7.58184025031715	remission	-1.48667561627268	PICSAR
61	ENSG00000198400	HH01_25286	18.1363100499152	active	-1.70901010944156	NTRK1
62	ENSG00000010932	HH01_25286	99.3554376647527	active	-1.38187332532034	FMO1
63	ENSG00000170577	HH01_25286	0	active	-3.42128964457751	SIX2
64	ENSG00000115604	HH01_25286	114.337606836422	active	-1.65037817596416	IL18R1
65	ENSG00000123610	HH01_25286	0.788535219561529	active	-3.78578580095593	TNFAIP6
66	ENSG00000197635	HH01_25286	30.7528735628996	active	-2.40965517307388	DPP4
67	ENSG00000012223	HH01_25286	81.2191276148375	active	-2.69055338021232	LTF
68	ENSG00000187527	HH01_25286	256.273946357497	active	-2.28707374061086	ATP13A5
69	ENSG00000250696	HH01_25286	3.15414087824612	active	-1.99944391660188	LOC105377267
70	ENSG00000213759	HH01_25286	1.57707043912306	active	-1.78841637714613	UGT2B11
71	ENSG00000181617	HH01_25286	19.7133804890382	active	-2.46090634420046	FDCSP
72	ENSG00000233913	HH01_25286	97.7783672256296	active	-2.04149324170498	RPL10P9
73	ENSG00000213886	HH01_25286	260.216622455305	active	-1.89570422401536	UBD
74	ENSG00000204681	HH01_25286	549.609048034386	active	-1.63362840867784	GABBR1
75	ENSG00000124334	HH01_25286	96.2012967865066	active	-1.96565344428074	IL9R
76	ENSG00000104267	HH01_25286	797.209106976706	active	-2.32286318584219	CA2
77	ENSG00000238245	HH01_25286	4.73121131736918	active	-1.72083230963376	MYO5BP2
78	ENSG00000278910	HH01_25286	1.57707043912306	active	-1.85247611232401	BANCR
79	ENSG00000181333	HH01_25286	853.195107565575	active	-1.48311992599877	HEPHL1
80	ENSG00000110944	HH01_25286	343.012820509265	active	-2.13907855226596	IL23A
81	ENSG00000133110	HH01_25286	167.958001766606	active	-3.9584419802995	POSTN
82	ENSG00000211933	HH01_25286	8.67388741517682	active	-1.64503642818873	IGHV6-1
83	ENSG00000140287	HH01_25286	61.5057471257993	active	-1.44698125855607	HDC
84	ENSG00000159713	HH01_25286	95.412761566945	active	-1.92715052357629	TPPP3
85	ENSG00000275385	HH01_25286	8.67388741517682	active	-2.22108301563181	CCL18
86	ENSG00000237560	HH01_25286	118.280282934229	active	-2.16878159747354	LINC01497
87	ENSG00000173918	HH01_25286	35.4840848802688	active	-1.51437704763712	C1QTNF1
88	ENSG00000099994	HH01_25286	78.8535219561529	active	-1.69751657326579	SUSD2
89	ENSG00000179750	HH01_25286	310.682876507242	active	-1.58452747572555	APOBEC3B
90	ENSG00000275874	HH01_25286	7.88535219561529	active	-1.48667561627268	PICSAR
91	ENSG00000198400	HH01_25266-25267	11.9225295762136	remission	-1.70901010944156	NTRK1
92	ENSG00000010932	HH01_25266-25267	29.8063239405341	remission	-1.38187332532034	FMO1
93	ENSG00000170577	HH01_25266-25267	2.38450591524273	remission	-3.42128964457751	SIX2
94	ENSG00000115604	HH01_25266-25267	51.2668771777187	remission	-1.65037817596416	IL18R1
95	ENSG00000123610	HH01_25266-25267	1.19225295762136	remission	-3.78578580095593	TNFAIP6
96	ENSG00000197635	HH01_25266-25267	30.9985768981555	remission	-2.40965517307388	DPP4
97	ENSG00000012223	HH01_25266-25267	4.76901183048546	remission	-2.69055338021232	LTF
98	ENSG00000187527	HH01_25266-25267	84.6499599911169	remission	-2.28707374061086	ATP13A5
99	ENSG00000250696	HH01_25266-25267	0	remission	-1.99944391660188	LOC105377267
100	ENSG00000213759	HH01_25266-25267	0	remission	-1.78841637714613	UGT2B11
101	ENSG00000181617	HH01_25266-25267	0	remission	-2.46090634420046	FDCSP
102	ENSG00000233913	HH01_25266-25267	78.6886952030101	remission	-2.04149324170498	RPL10P9
103	ENSG00000213886	HH01_25266-25267	132.340078295971	remission	-1.89570422401536	UBD
104	ENSG00000204681	HH01_25266-25267	385.097705311701	remission	-1.63362840867784	GABBR1
105	ENSG00000124334	HH01_25266-25267	22.6528061948059	remission	-1.96565344428074	IL9R
106	ENSG00000104267	HH01_25266-25267	369.598416862623	remission	-2.32286318584219	CA2
107	ENSG00000238245	HH01_25266-25267	3.57675887286409	remission	-1.72083230963376	MYO5BP2
108	ENSG00000278910	HH01_25266-25267	0	remission	-1.85247611232401	BANCR
109	ENSG00000181333	HH01_25266-25267	237.258338566652	remission	-1.48311992599877	HEPHL1
110	ENSG00000110944	HH01_25266-25267	71.5351774572819	remission	-2.13907855226596	IL23A
111	ENSG00000133110	HH01_25266-25267	122.802054635001	remission	-3.9584419802995	POSTN
112	ENSG00000211933	HH01_25266-25267	1.19225295762136	remission	-1.64503642818873	IGHV6-1
113	ENSG00000140287	HH01_25266-25267	20.2683002795632	remission	-1.44698125855607	HDC
114	ENSG00000159713	HH01_25266-25267	48.8823712624759	remission	-1.92715052357629	TPPP3
115	ENSG00000275385	HH01_25266-25267	1.19225295762136	remission	-2.22108301563181	CCL18
116	ENSG00000237560	HH01_25266-25267	33.3830828133982	remission	-2.16878159747354	LINC01497
117	ENSG00000173918	HH01_25266-25267	79.8809481606314	remission	-1.51437704763712	C1QTNF1
118	ENSG00000099994	HH01_25266-25267	27.4218180252914	remission	-1.69751657326579	SUSD2
119	ENSG00000179750	HH01_25266-25267	101.341501397816	remission	-1.58452747572555	APOBEC3B
120	ENSG00000275874	HH01_25266-25267	1.19225295762136	remission	-1.48667561627268	PICSAR
121	ENSG00000198400	HH01_25408	951.66351524303	active	-1.70901010944156	NTRK1
122	ENSG00000010932	HH01_25408	204.697435354161	active	-1.38187332532034	FMO1
123	ENSG00000170577	HH01_25408	264.550486627308	active	-3.42128964457751	SIX2
124	ENSG00000115604	HH01_25408	434.533152243044	active	-1.65037817596416	IL18R1
125	ENSG00000123610	HH01_25408	3057.29385903233	active	-3.78578580095593	TNFAIP6
126	ENSG00000197635	HH01_25408	486.00677633795	active	-2.40965517307388	DPP4
127	ENSG00000012223	HH01_25408	191.529764074069	active	-2.69055338021232	LTF
128	ENSG00000187527	HH01_25408	2942.37600058788	active	-2.28707374061086	ATP13A5
129	ENSG00000250696	HH01_25408	22.7441594837957	active	-1.99944391660188	LOC105377267
130	ENSG00000213759	HH01_25408	9.57648820370345	active	-1.78841637714613	UGT2B11
131	ENSG00000181617	HH01_25408	0	active	-2.46090634420046	FDCSP
132	ENSG00000233913	HH01_25408	1375.42311825691	active	-2.04149324170498	RPL10P9
133	ENSG00000213886	HH01_25408	1486.74979362496	active	-1.89570422401536	UBD
134	ENSG00000204681	HH01_25408	1712.99432743745	active	-1.63362840867784	GABBR1
135	ENSG00000124334	HH01_25408	74.2177835787017	active	-1.96565344428074	IL9R
136	ENSG00000104267	HH01_25408	2889.70531546751	active	-2.32286318584219	CA2
137	ENSG00000238245	HH01_25408	5.98530512731465	active	-1.72083230963376	MYO5BP2
138	ENSG00000278910	HH01_25408	177.165031768514	active	-1.85247611232401	BANCR
139	ENSG00000181333	HH01_25408	4166.96942963646	active	-1.48311992599877	HEPHL1
140	ENSG00000110944	HH01_25408	1984.72718021754	active	-2.13907855226596	IL23A
141	ENSG00000133110	HH01_25408	31240.8986425316	active	-3.9584419802995	POSTN
142	ENSG00000211933	HH01_25408	0	active	-1.64503642818873	IGHV6-1
143	ENSG00000140287	HH01_25408	191.529764074069	active	-1.44698125855607	HDC
144	ENSG00000159713	HH01_25408	102.947248189812	active	-1.92715052357629	TPPP3
145	ENSG00000275385	HH01_25408	9.57648820370345	active	-2.22108301563181	CCL18
146	ENSG00000237560	HH01_25408	1271.27880904163	active	-2.16878159747354	LINC01497
147	ENSG00000173918	HH01_25408	1499.91746490505	active	-1.51437704763712	C1QTNF1
148	ENSG00000099994	HH01_25408	1380.21136235876	active	-1.69751657326579	SUSD2
149	ENSG00000179750	HH01_25408	2731.69326010641	active	-1.58452747572555	APOBEC3B
150	ENSG00000275874	HH01_25408	84.9913328078681	active	-1.48667561627268	PICSAR
151	ENSG00000198400	HH01_25507	190.996987108287	active	-1.70901010944156	NTRK1
152	ENSG00000010932	HH01_25507	441.824355720376	active	-1.38187332532034	FMO1
153	ENSG00000170577	HH01_25507	2.30116851937696	active	-3.42128964457751	SIX2
154	ENSG00000115604	HH01_25507	563.786287247354	active	-1.65037817596416	IL18R1
155	ENSG00000123610	HH01_25507	722.566915084365	active	-3.78578580095593	TNFAIP6
156	ENSG00000197635	HH01_25507	82.8420666975705	active	-2.40965517307388	DPP4
157	ENSG00000012223	HH01_25507	25.3128537131465	active	-2.69055338021232	LTF
158	ENSG00000187527	HH01_25507	954.984935541437	active	-2.28707374061086	ATP13A5
159	ENSG00000250696	HH01_25507	62.1315500231778	active	-1.99944391660188	LOC105377267
160	ENSG00000213759	HH01_25507	25.3128537131465	active	-1.78841637714613	UGT2B11
161	ENSG00000181617	HH01_25507	4.60233703875391	active	-2.46090634420046	FDCSP
162	ENSG00000233913	HH01_25507	23.0116851937696	active	-2.04149324170498	RPL10P9
163	ENSG00000213886	HH01_25507	773.192622510658	active	-1.89570422401536	UBD
164	ENSG00000204681	HH01_25507	1040.12817075838	active	-1.63362840867784	GABBR1
165	ENSG00000124334	HH01_25507	265.784963988039	active	-1.96565344428074	IL9R
166	ENSG00000104267	HH01_25507	2572.70640466344	active	-2.32286318584219	CA2
167	ENSG00000238245	HH01_25507	12.6564268565733	active	-1.72083230963376	MYO5BP2
168	ENSG00000278910	HH01_25507	49.4751231666046	active	-1.85247611232401	BANCR
169	ENSG00000181333	HH01_25507	1261.04034861857	active	-1.48311992599877	HEPHL1
170	ENSG00000110944	HH01_25507	159.931212096699	active	-2.13907855226596	IL23A
171	ENSG00000133110	HH01_25507	2079.10575725708	active	-3.9584419802995	POSTN
172	ENSG00000211933	HH01_25507	11.5058425968848	active	-1.64503642818873	IGHV6-1
173	ENSG00000140287	HH01_25507	361.283457542182	active	-1.44698125855607	HDC
174	ENSG00000159713	HH01_25507	913.563902192652	active	-1.92715052357629	TPPP3
175	ENSG00000275385	HH01_25507	4.60233703875391	active	-2.22108301563181	CCL18
176	ENSG00000237560	HH01_25507	502.805321483865	active	-2.16878159747354	LINC01497
177	ENSG00000173918	HH01_25507	268.086132507416	active	-1.51437704763712	C1QTNF1
178	ENSG00000099994	HH01_25507	294.549570480251	active	-1.69751657326579	SUSD2
179	ENSG00000179750	HH01_25507	402.704490890968	active	-1.58452747572555	APOBEC3B
180	ENSG00000275874	HH01_25507	33.3669435309659	active	-1.48667561627268	PICSAR
181	ENSG00000198400	HH01_25590	590.773747163463	active	-1.70901010944156	NTRK1
182	ENSG00000010932	HH01_25590	667.059846647034	active	-1.38187332532034	FMO1
183	ENSG00000170577	HH01_25590	71.8508611415023	active	-3.42128964457751	SIX2
184	ENSG00000115604	HH01_25590	837.372998982447	active	-1.65037817596416	IL18R1
185	ENSG00000123610	HH01_25590	3924.29888506181	active	-3.78578580095593	TNFAIP6
186	ENSG00000197635	HH01_25590	241.276965808502	active	-2.40965517307388	DPP4
187	ENSG00000012223	HH01_25590	92.2529575150153	active	-2.69055338021232	LTF
188	ENSG00000187527	HH01_25590	2070.36925807736	active	-2.28707374061086	ATP13A5
189	ENSG00000250696	HH01_25590	93.1400051834289	active	-1.99944391660188	LOC105377267
190	ENSG00000213759	HH01_25590	28.3855253892355	active	-1.78841637714613	UGT2B11
191	ENSG00000181617	HH01_25590	126.847816583146	active	-2.46090634420046	FDCSP
192	ENSG00000233913	HH01_25590	50.5617170995757	active	-2.04149324170498	RPL10P9
193	ENSG00000213886	HH01_25590	1955.94010885201	active	-1.89570422401536	UBD
194	ENSG00000204681	HH01_25590	2348.01517829082	active	-1.63362840867784	GABBR1
195	ENSG00000124334	HH01_25590	419.573547159637	active	-1.96565344428074	IL9R
196	ENSG00000104267	HH01_25590	3805.43449749438	active	-2.32286318584219	CA2
197	ENSG00000238245	HH01_25590	36.368954404958	active	-1.72083230963376	MYO5BP2
198	ENSG00000278910	HH01_25590	152.572198967141	active	-1.85247611232401	BANCR
199	ENSG00000181333	HH01_25590	1085.74634613826	active	-1.48311992599877	HEPHL1
200	ENSG00000110944	HH01_25590	289.177539902836	active	-2.13907855226596	IL23A
201	ENSG00000133110	HH01_25590	9641.32110798751	active	-3.9584419802995	POSTN
202	ENSG00000211933	HH01_25590	8.87047668413609	active	-1.64503642818873	IGHV6-1
203	ENSG00000140287	HH01_25590	702.541753383578	active	-1.44698125855607	HDC
204	ENSG00000159713	HH01_25590	443.523834206804	active	-1.92715052357629	TPPP3
205	ENSG00000275385	HH01_25590	31.9337160628899	active	-2.22108301563181	CCL18
206	ENSG00000237560	HH01_25590	1065.34424976474	active	-2.16878159747354	LINC01497
207	ENSG00000173918	HH01_25590	978.41357826021	active	-1.51437704763712	C1QTNF1
208	ENSG00000099994	HH01_25590	843.582332661342	active	-1.69751657326579	SUSD2
209	ENSG00000179750	HH01_25590	476.344597938108	active	-1.58452747572555	APOBEC3B
210	ENSG00000275874	HH01_25590	73.6249564783295	active	-1.48667561627268	PICSAR
211	ENSG00000198400	HH01_25555	52.12834975143	active	-1.70901010944156	NTRK1
212	ENSG00000010932	HH01_25555	121.384585849758	active	-1.38187332532034	FMO1
213	ENSG00000170577	HH01_25555	1.48938142146943	active	-3.42128964457751	SIX2
214	ENSG00000115604	HH01_25555	280.003707236252	active	-1.65037817596416	IL18R1
215	ENSG00000123610	HH01_25555	67.0221639661242	active	-3.78578580095593	TNFAIP6
216	ENSG00000197635	HH01_25555	19.3619584791026	active	-2.40965517307388	DPP4
217	ENSG00000012223	HH01_25555	175.747007733392	active	-2.69055338021232	LTF
218	ENSG00000187527	HH01_25555	682.136691032998	active	-2.28707374061086	ATP13A5
219	ENSG00000250696	HH01_25555	18.6172677683678	active	-1.99944391660188	LOC105377267
220	ENSG00000213759	HH01_25555	8.19159781808185	active	-1.78841637714613	UGT2B11
221	ENSG00000181617	HH01_25555	46.915514776287	active	-2.46090634420046	FDCSP
222	ENSG00000233913	HH01_25555	1499.80709141971	active	-2.04149324170498	RPL10P9
223	ENSG00000213886	HH01_25555	417.02679801144	active	-1.89570422401536	UBD
224	ENSG00000204681	HH01_25555	801.287204750552	active	-1.63362840867784	GABBR1
225	ENSG00000124334	HH01_25555	70.0009268090631	active	-1.96565344428074	IL9R
226	ENSG00000104267	HH01_25555	717.881845148264	active	-2.32286318584219	CA2
227	ENSG00000238245	HH01_25555	12.6597420824901	active	-1.72083230963376	MYO5BP2
228	ENSG00000278910	HH01_25555	8.19159781808185	active	-1.85247611232401	BANCR
229	ENSG00000181333	HH01_25555	782.669936982184	active	-1.48311992599877	HEPHL1
230	ENSG00000110944	HH01_25555	170.534172758249	active	-2.13907855226596	IL23A
231	ENSG00000133110	HH01_25555	908.522667096351	active	-3.9584419802995	POSTN
232	ENSG00000211933	HH01_25555	2.23407213220414	active	-1.64503642818873	IGHV6-1
233	ENSG00000140287	HH01_25555	204.789945452046	active	-1.44698125855607	HDC
234	ENSG00000159713	HH01_25555	69.2562360983284	active	-1.92715052357629	TPPP3
235	ENSG00000275385	HH01_25555	13.4044327932248	active	-2.22108301563181	CCL18
236	ENSG00000237560	HH01_25555	253.194841649803	active	-2.16878159747354	LINC01497
237	ENSG00000173918	HH01_25555	119.150513717554	active	-1.51437704763712	C1QTNF1
238	ENSG00000099994	HH01_25555	148.938142146943	active	-1.69751657326579	SUSD2
239	ENSG00000179750	HH01_25555	177.981079865597	active	-1.58452747572555	APOBEC3B
240	ENSG00000275874	HH01_25555	5.212834975143	active	-1.48667561627268	PICSAR
241	ENSG00000198400	HH01_25608	82.2650359372355	remission	-1.70901010944156	NTRK1
242	ENSG00000010932	HH01_25608	152.588373109388	remission	-1.38187332532034	FMO1
243	ENSG00000170577	HH01_25608	3.98056625502753	remission	-3.42128964457751	SIX2
244	ENSG00000115604	HH01_25608	291.244764326181	remission	-1.65037817596416	IL18R1
245	ENSG00000123610	HH01_25608	57.7182106978991	remission	-3.78578580095593	TNFAIP6
246	ENSG00000197635	HH01_25608	14.5954096017676	remission	-2.40965517307388	DPP4
247	ENSG00000012223	HH01_25608	3.98056625502753	remission	-2.69055338021232	LTF
248	ENSG00000187527	HH01_25608	712.521359649927	remission	-2.28707374061086	ATP13A5
249	ENSG00000250696	HH01_25608	9.95141563756881	remission	-1.99944391660188	LOC105377267
250	ENSG00000213759	HH01_25608	2.65371083668502	remission	-1.78841637714613	UGT2B11
251	ENSG00000181617	HH01_25608	0.663427709171254	remission	-2.46090634420046	FDCSP
252	ENSG00000233913	HH01_25608	78.284469682208	remission	-2.04149324170498	RPL10P9
253	ENSG00000213886	HH01_25608	500.887920424297	remission	-1.89570422401536	UBD
254	ENSG00000204681	HH01_25608	599.738649090814	remission	-1.63362840867784	GABBR1
255	ENSG00000124334	HH01_25608	98.8507286665169	remission	-1.96565344428074	IL9R
256	ENSG00000104267	HH01_25608	801.420672678875	remission	-2.32286318584219	CA2
257	ENSG00000238245	HH01_25608	3.31713854585627	remission	-1.72083230963376	MYO5BP2
258	ENSG00000278910	HH01_25608	19.9028312751376	remission	-1.85247611232401	BANCR
259	ENSG00000181333	HH01_25608	177.135198348725	remission	-1.48311992599877	HEPHL1
260	ENSG00000110944	HH01_25608	205.662589843089	remission	-2.13907855226596	IL23A
261	ENSG00000133110	HH01_25608	881.031997779426	remission	-3.9584419802995	POSTN
262	ENSG00000211933	HH01_25608	0	remission	-1.64503642818873	IGHV6-1
263	ENSG00000140287	HH01_25608	205.662589843089	remission	-1.44698125855607	HDC
264	ENSG00000159713	HH01_25608	137.992963507621	remission	-1.92715052357629	TPPP3
265	ENSG00000275385	HH01_25608	2.65371083668502	remission	-2.22108301563181	CCL18
266	ENSG00000237560	HH01_25608	342.992125641538	remission	-2.16878159747354	LINC01497
267	ENSG00000173918	HH01_25608	269.351649923529	remission	-1.51437704763712	C1QTNF1
268	ENSG00000099994	HH01_25608	298.542469127064	remission	-1.69751657326579	SUSD2
269	ENSG00000179750	HH01_25608	409.998324267835	remission	-1.58452747572555	APOBEC3B
270	ENSG00000275874	HH01_25608	6.63427709171254	remission	-1.48667561627268	PICSAR
271	ENSG00000198400	HH02_89-32444	30.5803214864808	remission	-1.70901010944156	NTRK1
272	ENSG00000010932	HH02_89-32444	112.12784545043	remission	-1.38187332532034	FMO1
273	ENSG00000170577	HH02_89-32444	0	remission	-3.42128964457751	SIX2
274	ENSG00000115604	HH02_89-32444	31.8545015484175	remission	-1.65037817596416	IL18R1
275	ENSG00000123610	HH02_89-32444	0	remission	-3.78578580095593	TNFAIP6
276	ENSG00000197635	HH02_89-32444	26.7577813006707	remission	-2.40965517307388	DPP4
277	ENSG00000012223	HH02_89-32444	6.3709003096835	remission	-2.69055338021232	LTF
278	ENSG00000187527	HH02_89-32444	71.3540834684552	remission	-2.28707374061086	ATP13A5
279	ENSG00000250696	HH02_89-32444	1.2741800619367	remission	-1.99944391660188	LOC105377267
280	ENSG00000213759	HH02_89-32444	1.2741800619367	remission	-1.78841637714613	UGT2B11
281	ENSG00000181617	HH02_89-32444	0	remission	-2.46090634420046	FDCSP
282	ENSG00000233913	HH02_89-32444	99.3860448310626	remission	-2.04149324170498	RPL10P9
283	ENSG00000213886	HH02_89-32444	82.8217040258855	remission	-1.89570422401536	UBD
284	ENSG00000204681	HH02_89-32444	349.125336970656	remission	-1.63362840867784	GABBR1
285	ENSG00000124334	HH02_89-32444	25.483601238734	remission	-1.96565344428074	IL9R
286	ENSG00000104267	HH02_89-32444	476.543343164326	remission	-2.32286318584219	CA2
287	ENSG00000238245	HH02_89-32444	1.2741800619367	remission	-1.72083230963376	MYO5BP2
288	ENSG00000278910	HH02_89-32444	3.8225401858101	remission	-1.85247611232401	BANCR
289	ENSG00000181333	HH02_89-32444	1158.22967630046	remission	-1.48311992599877	HEPHL1
290	ENSG00000110944	HH02_89-32444	132.514726441417	remission	-2.13907855226596	IL23A
291	ENSG00000133110	HH02_89-32444	26.7577813006707	remission	-3.9584419802995	POSTN
292	ENSG00000211933	HH02_89-32444	0	remission	-1.64503642818873	IGHV6-1
293	ENSG00000140287	HH02_89-32444	28.0319613626074	remission	-1.44698125855607	HDC
294	ENSG00000159713	HH02_89-32444	33.1286816103542	remission	-1.92715052357629	TPPP3
295	ENSG00000275385	HH02_89-32444	0	remission	-2.22108301563181	CCL18
296	ENSG00000237560	HH02_89-32444	45.8704822297212	remission	-2.16878159747354	LINC01497
297	ENSG00000173918	HH02_89-32444	25.483601238734	remission	-1.51437704763712	C1QTNF1
298	ENSG00000099994	HH02_89-32444	67.5315432826451	remission	-1.69751657326579	SUSD2
299	ENSG00000179750	HH02_89-32444	180.933568795011	remission	-1.58452747572555	APOBEC3B
300	ENSG00000275874	HH02_89-32444	16.5643408051771	remission	-1.48667561627268	PICSAR
