geneID	baseMean	log2FoldChange	lfcSE	pvalue	padj	hgnc_symbol	entrezgen
34	ENSG00000197880	14.493246428875	-1.8801954112567	0.724339497978663	0.00149223136970919	0.017764065075908	MDS2	259283
35	ENSG00000188822	17.6010210288031	-0.639871101075819	0.604896055261628	0.000376126829234159	0.00696413198980684	CNR2	1269
36	ENSG00000229162	2.11289911427089	-0.502846981564338	0.614152569274317	0.00362943883330984	0.0327384131102897	NA	NA
37	ENSG00000233478	3.21120366982209	-1.72146593788627	0.953593065588823	0.00267162999928831	0.0265837886020883	NA	NA
38	ENSG00000158014	1.86998254386445	-2.53552726237916	0.814594618377117	7.40169625175895e-05	0.00232689082111705	SLC30A2	7780
39	ENSG00000158022	2.70565862892549	-1.33775499120451	0.859264813544274	0.00359780318532909	0.032523405412872	TRIM63	84676
40	ENSG00000116329	12.0128780291227	-1.81990019118754	0.662457678393304	0.000533534955571936	0.00875168226224616	OPRD1	4985
41	ENSG00000230523	2.76323926968316	-2.66640072660068	1.04380961361275	0.000181882338511658	0.00422695423565767	LINC01756	101928460
42	ENSG00000273274	4.28672409831561	-1.4308574660536	0.940995213477261	0.00164787282427386	0.0190819933964228	ZBTB8B	728116
43	ENSG00000121904	66.6045331000837	-2.49967916420643	0.624269677348228	3.2708391873244e-05	0.00135232521895759	CSMD2	114784
44	ENSG00000236274	1.8955464570409	-2.19560835882488	1.03073605434255	0.00308012187436318	0.0293287285766511	NA	NA
45	ENSG00000163873	22.9931648097331	-2.33352824900945	0.723197868698097	0.000416275616937698	0.00745223987770803	GRIK3	2899
46	ENSG00000223944	17.7051978603889	-2.13694061175295	0.895378103378306	0.00132187562851666	0.0164314447807479	NA	NA
47	ENSG00000116983	2.12187130242251	-0.883975523857076	0.960242927816801	0.00315484387199743	0.029777951560766	HPCAL4	51440
48	ENSG00000287400	16.4044904201778	-1.27994140336419	0.622558911393144	0.00134082382795557	0.016587402893032	NA	NA
49	ENSG00000235358	7.20609149278509	-1.6373980663333	0.688692939898894	0.000858864401735333	0.0122053663361507	NA	NA
50	ENSG00000171872	3.5272748223551	-1.71978103507751	0.847565830808564	0.00241813223015951	0.0248877847245233	KLF17	128209
51	ENSG00000232022	11.2092439344187	-1.19983811179901	0.624264856190545	0.0015006856943484	0.0178283537139531	NA	NA
52	ENSG00000226252	3.65368412379402	-1.18526268797057	0.694568764092313	6.20196392517892e-06	0.000397436280996729	NA	NA
53	ENSG00000242267	15.7521193399361	-1.3686367945317	0.666946850742995	0.00537912305548597	0.0428005758288422	NA	NA
54	ENSG00000229846	13.277719139025	-2.42543198884675	0.860725918711602	3.56325300921368e-05	0.00142664847381834	NA	NA
55	ENSG00000162374	22.0991334590503	-1.2486450244858	0.63047965709323	0.006555872212796	0.0488855874199537	ELAVL4	1996
56	ENSG00000169213	9.89995171484532	-1.56798080274201	0.848685342894437	0.00670217037913859	0.0496782636571523	RAB3B	5865
57	ENSG00000225675	2.56584721491712	-2.15795632304397	0.808659496133813	0.000202689847586361	0.00455459222950122	LINC01771	105378732
58	ENSG00000174332	27.4220575725416	-1.35209617463248	0.665086671225308	0.00272208364404346	0.026924765473555	GLIS1	148979
59	ENSG00000231090	12.1585629561844	-1.89987423197738	0.848298285148459	0.00198750320934333	0.021754914776588	MIR4422HG	109729135
60	ENSG00000234810	60.1253966701302	-2.63181854099754	0.679131578042047	2.23204646588748e-05	0.00103007621053	NA	NA
61	ENSG00000233079	6.7290578790357	-1.71667643156713	0.963114212853219	0.00186316524105648	0.0207774066108188	LINC01755	105378738
62	ENSG00000231252	19.9048864961945	-2.2893314643164	0.71292203504461	0.000215573569304226	0.00474230846999844	LOC101926964	101926964
63	ENSG00000237853	4.65112875427776	-2.42628005266339	1.01909967916329	0.00512232635333209	0.0413840819213536	NFIA-AS1	645030
64	ENSG00000212360	1.63920594830041	-1.74429959795974	0.971020102639951	0.000874598142777895	0.0123758479223724	RNU6-1177P	106480645
65	ENSG00000242860	4.83385916791574	-2.58982592334166	1.05948941900796	0.00569897633935076	0.0445979275757316	RN7SL180P	106480970
66	ENSG00000224209	19.4254023065725	-2.03465783428229	0.704675878542378	0.000153133555546087	0.00375517594818509	LINC00466	199899
67	ENSG00000177414	5.56516660594251	-2.09219204865396	0.928595352804887	0.00261666563888027	0.0262258875699816	UBE2U	148581
68	ENSG00000116675	24.5454833846335	-1.05560311281279	0.735407496597508	0.00528226008289828	0.0422197510103394	DNAJC6	9829
69	ENSG00000203963	21.2797452035444	-1.161973767904	0.649263311792258	0.00589655797029032	0.0456121846757093	C1orf141	400757
70	ENSG00000223883	20.3427381365816	-1.75803084250406	0.611934776497589	0.00131855020479088	0.0164022251023837	LINC01707	105378785
71	ENSG00000229051	10.7059403729851	-1.6358090612892	1.00308374259914	0.00361386064840191	0.0326234808342482	LINC01788	101927244
72	ENSG00000286863	36.2371414174395	-2.38648637952469	0.687888525857037	0.000804080249191762	0.0116505173558675	NA	NA
73	ENSG00000223479	6.35815269491995	-2.20396758581605	1.05946415933754	0.00217262241871534	0.0231832433160634	NA	NA
74	ENSG00000285778	9.31927868569895	-2.76713532884155	0.926931194047846	0.000413104432685606	0.00741152527402918	NA	NA
75	ENSG00000162621	5.22492849495563	-2.43365923829855	0.982381455058977	0.00227673798480011	0.0239139414923795	LRRC53	105378803
76	ENSG00000178965	7.34262322293966	-1.94796884734561	0.965613684218782	0.000923663879202105	0.0128632093520849	ERICH3	127254
77	ENSG00000234497	3.01065972776606	-1.72413236232509	1.13483948701799	0.00200311823206597	0.0218853543936926	ERICH3-AS1	101927320
78	ENSG00000225605	7.99622477118505	-2.78745216793413	0.885233267893984	0.000823060854794657	0.0118319304708341	NA	NA
79	ENSG00000117069	19.9988255215219	-1.67479355154157	0.682721207580378	0.00676332063013742	0.0499539340924585	ST6GALNAC5	81849
80	ENSG00000154027	31.5588240375033	-2.16764571169476	0.613100671382944	0.000211162560592903	0.00467657781671209	AK5	26289
81	ENSG00000235613	12.2160659160849	-2.19460000761434	0.806831245573898	0.00659022514565924	0.0490728002268419	NSRP1P1	100420557
82	ENSG00000237413	16.297361363341	-2.0396372867999	0.617128769402856	0.000207801287929616	0.00462142148115926	MGC27382	149047
83	ENSG00000122420	18.8539467790659	-2.11219906421987	0.697093698070937	0.00047923147288009	0.00815895425933707	PTGFR	5737
84	ENSG00000285409	6.14106802588193	-3.34416862595674	0.933084687750344	0.000323837419156673	0.0062753036250391	NA	NA
85	ENSG00000234953	5.87960246696955	-2.62727911609051	0.91567642799686	0.000928573247971419	0.0129191113960626	LOC101927434	101927434
86	ENSG00000236676	6.18438726495376	-2.82032078469623	0.756350853610245	4.0624612391175e-05	0.00155618388896614	NA	NA
87	ENSG00000233290	51.8192892029257	-2.50543669167484	0.59600467094011	2.14159203495402e-05	0.00100099280551305	NA	NA
88	ENSG00000285782	2.130800379145	-1.89551796982064	1.20430869575702	0.00429836342794346	0.0366648390648614	NA	NA
89	ENSG00000284240	4.01382825110235	-2.40365264895055	1.10183581424114	0.00148780255818011	0.0177258011314279	LINC02801	101927844
90	ENSG00000215874	3.03212307455691	1.17112840793006	0.587005988654587	0.00465001979376455	0.0387749615112385	CAPNS1P1	391053
91	ENSG00000285532	3.35668694876586	-1.67987768837163	0.731729477198239	9.81015389266839e-05	0.00280189321966775	NA	NA
92	ENSG00000137948	9.50516517771647	-2.39938168949083	0.924745662321435	0.00156667082703997	0.018402550545627	BRDT	676
93	ENSG00000172031	3.96164209508638	-1.70129634584919	0.946860500908534	0.00289028674979891	0.028051878664424	EPHX4	253152
94	ENSG00000203910	5.07128355789519	-1.78782595664259	0.643032472721123	0.00117813622353325	0.0151997018269423	C1orf146	388649
95	ENSG00000198691	15.0070933013677	-1.95181873720184	0.778998618625227	0.000788624157845345	0.0114932924660083	ABCA4	24
96	ENSG00000226835	15.9283313163723	-2.17847887040694	0.71807322955338	0.000667940120196316	0.0102238270259415	ARHGAP29-AS1	107985092
97	ENSG00000231987	10.7970372524601	-1.98350907311376	0.830857909084931	0.000852853824241587	0.0121554573743651	LINC01787	101928241
98	ENSG00000225206	10.9003502053052	-2.905469189962	0.685981513340734	9.67264171298688e-06	0.00055312515918016	MIR137HG	400765
99	ENSG00000226053	4.73508001835888	-3.35750127173415	0.954761976248759	0.000194901552779742	0.00443592894726259	LINC01776	729987
100	ENSG00000117598	9.3971855145806	-1.65736321629078	0.955186927248168	0.00428431617402293	0.0365984919407791	PLPPR5	163404
101	ENSG00000232825	20.0141060714402	-2.49916283849926	0.647000140483634	2.30499264269302e-05	0.00105374444391367	LOC100129620	100129620
102	ENSG00000224445	16.7231797675444	-1.70185675814062	0.692994873240133	0.000854960958696687	0.012178439367763	LINC01708	101928270
103	ENSG00000118733	15.2089246023188	-2.05478616955629	0.760502488307479	0.00106624109961321	0.0142114358799816	OLFM3	118427
104	ENSG00000233359	11.0779182392675	-1.85989114680288	0.850215693220674	0.00390317137247217	0.0343788837588342	NA	NA
105	ENSG00000060718	17.9557234416399	-2.31011833327068	0.693567406506672	0.000252003354437388	0.00529197979449651	COL11A1	1301
106	ENSG00000233047	7.4241889843414	-2.44241583074879	0.959390334402354	0.00137578889757421	0.0168294650226174	NA	NA
107	ENSG00000237480	12.3963960107124	-2.75045878649632	0.772847672801779	8.36168590719002e-05	0.0025071744302817	NA	NA
108	ENSG00000162631	31.7196058532013	-2.10286943288596	0.659834403755098	0.000126787793808374	0.00331924638190805	NTNG1	22854
109	ENSG00000230489	4.72297563708017	-2.26018480325742	0.754266938569351	0.000523389595584683	0.00865286793558212	VAV3-AS1	100873946
110	ENSG00000226822	3.27076584522125	-1.96113848533241	1.09379169778675	0.00595715005143442	0.0459272018917944	NA	NA
111	ENSG00000241361	14.0816971218567	-1.75878787872039	0.741305600867504	0.00102747036064381	0.013846420171751	SLC25A24P1	727941
112	ENSG00000238118	9.22811361911539	-1.84577813068398	0.880680056528815	0.00352249559688402	0.0320582560836408	SLC25A24P2	100422608
113	ENSG00000228420	9.08888559026374	-2.07794679774712	0.669262865091193	0.000125211842778863	0.00330394754274061	NA	NA
114	ENSG00000258673	3.22200847742745	-1.51727568861527	0.880653217067662	0.00482741476661944	0.0397994134529694	LINC01397	104355139
115	ENSG00000215866	7.39337164133445	-1.54921096774939	0.594939045411327	0.0035489702394082	0.0322367097567156	LINC01356	100996702
116	ENSG00000134207	5.89783454165621	-2.42990000131753	0.888475034956269	0.00118460857302602	0.0152494517937565	SYT6	148281
117	ENSG00000134258	9.09787813553685	-2.71046738811259	0.759354900248134	9.94727372969771e-05	0.00282722440635843	VTCN1	79679
118	ENSG00000236866	1.42340905445745	-1.60536107539184	1.12520336298267	0.00220114187829157	0.0233849793835821	LOC100996263	100996263
119	ENSG00000092607	10.3590667100212	-2.8883704599215	0.822867195341655	7.99360718026833e-05	0.00244195916599906	TBX15	6913
120	ENSG00000134240	26.1650866324127	1.0395601779491	0.619008897257424	0.000142966477993374	0.00358250128936974	HMGCS2	3158
121	ENSG00000228826	1.78256426965335	-0.78525753567457	0.924620619100008	0.00299591896655522	0.0287709743952175	NA	NA
122	ENSG00000276118	50.0360668809559	2.73959996784113	0.582194289337295	1.69951746830214e-07	2.12000278380364e-05	NA	NA
123	ENSG00000274927	15.7264406405101	-1.77545428240238	0.718343535042142	0.00520057056349148	0.0417439995773504	NA	NA
124	ENSG00000203825	4.17483423638655	-2.01149337518182	0.858402240986818	0.0051357506019009	0.0414230428831684	NA	NA
125	ENSG00000275075	63.0534105592211	2.58944464766554	0.593135603337362	1.23403302955766e-06	0.000111692425166739	NA	NA
126	ENSG00000276756	9.78843286602639	-2.25220080912893	0.743341143455019	0.000390312518763926	0.00714926511006673	LOC101927429	101927429
127	ENSG00000278273	7.24021455712044	-2.1367240545802	0.823193213012823	0.00112710029144835	0.0147651817569203	NA	NA
128	ENSG00000287607	62.4469542166178	2.56451608581605	0.594887313062335	1.59026859126959e-06	0.000136326417165532	NA	NA
129	ENSG00000275064	1.82532193225192	-1.4186955036048	1.07020156792792	0.00176091491894224	0.0199776343020376	NA	NA
130	ENSG00000283342	3.06023725471926	-2.32415374620485	1.00317162716592	0.00161175561555347	0.018765991440047	NA	NA
131	ENSG00000232265	4.18002833886557	-2.186000544632	0.710916031639373	0.000200936252940346	0.00452563947160666	LINC02805	100505824
132	ENSG00000283324	5.6284578440164	-1.2823508616788	0.769781590073524	0.00634675138954757	0.0478333332520524	CTXND2	100996521
133	ENSG00000185966	176.002958177703	1.73314119955208	0.580153799001812	0.000299435493337336	0.00592969629088886	LCE3E	353145
134	ENSG00000163202	377.59780928236	2.08198852797122	0.757347223402446	0.000317147834465972	0.00617983091731942	LCE3D	84648
135	ENSG00000244057	5.50724203862278	2.57570096965543	0.700490642986217	2.05025047410071e-05	0.000971186455724809	LCE3C	353144
136	ENSG00000229035	1209.17618038042	2.15898024595633	0.588659747692678	6.360499709582e-05	0.00209718593073095	NA	NA
137	ENSG00000203782	11.7405454292304	1.25022746501469	0.646105779340764	0.00533790666917499	0.0425482127745047	LORICRIN	4014
138	ENSG00000125462	8.83220704691991	-0.665791843564981	0.64666397790648	0.00613615987653076	0.0468326418397162	MIR9-1HG	10485
139	ENSG00000229961	2.766990977478	-0.40582224434939	0.652858964224381	0.00244393667133746	0.0250790260038688	NA	NA
140	ENSG00000143297	12.4488218042927	-0.925626959108079	0.803938751914028	0.000643217072037931	0.00994448343445508	FCRL5	83416
141	ENSG00000132704	11.2792388164536	-0.556069287538063	0.713093610759866	0.00162135031096435	0.0188551413951769	FCRL2	79368
142	ENSG00000163554	6.30652932647738	-2.08485631847809	0.825490555782381	0.000720277279429669	0.0107928817494416	SPTA1	6708
143	ENSG00000228560	16.3747340637096	-1.63634492740056	0.653003821196097	0.00208585076390576	0.0225291178068556	NA	NA
144	ENSG00000132681	6.17976723738071	-2.07927725747197	0.662278685441224	0.000287530721986007	0.0057651105632562	ATP1A4	480
145	ENSG00000162761	15.0516118141629	-2.67301621393139	0.788051239321469	0.000233029204118326	0.00502178364976883	LMX1A	4009
146	ENSG00000237463	10.4012814046931	-1.92488542442377	0.870057008721178	0.00141205788571439	0.017113250427677	LRRC52-AS1	400794
147	ENSG00000229588	32.321078926897	-1.02206741593116	0.585748417932511	0.00322284500070642	0.0302243322564241	NA	NA
148	ENSG00000225325	5.98963465037714	-1.89311543585156	1.03152613360109	0.00158192008896166	0.018529476900781	NA	NA
149	ENSG00000232148	3.55485270859765	-1.72970931446081	1.0362500812575	0.0041549919816644	0.0358977477665252	FMO11P	100337590
150	ENSG00000203601	24.1069071748149	-1.78184877216922	0.626061515484247	0.0021926607739514	0.0233103432817187	LINC00970	101978719
151	ENSG00000233985	12.4784361473198	-2.28071134008444	0.78260567073918	0.000719355386818825	0.010785746082425	LINC01681	105371609
152	ENSG00000271811	3.95752380162079	-2.46496085752507	0.688976819774496	1.19539605700062e-05	0.000652205854314385	NA	NA
153	ENSG00000117507	4.10492954058015	-2.36627380939486	0.693725076583867	0.000159032527117554	0.00385875307589181	FMO6P	388714
154	ENSG00000120337	22.5890273506525	-1.58290728842416	0.784705292173082	5.05184075801444e-05	0.00180049701838904	TNFSF18	8995
155	ENSG00000162753	11.0388003902957	-2.21600419647639	0.784068551373254	9.60628984588268e-05	0.00276553978927707	SLC9C2	284525
156	ENSG00000238272	7.74670082598404	-2.14795935447351	0.71701620057303	4.49534720140935e-05	0.00165887404722551	NA	NA
157	ENSG00000285777	11.2138333750507	-1.89795008547254	0.640952589649556	0.000448335775058624	0.0078129534961634	NA	NA
158	ENSG00000183831	9.53607912530258	-1.75976677809545	0.706345595575446	0.00116285938162288	0.0150725061811194	ANKRD45	339416
159	ENSG00000229531	25.3301368549651	-1.46340196111246	0.688785638735886	0.00221645287427928	0.0234835394460164	RABGAP1L-AS1	101928696
160	ENSG00000120332	11.0814995653379	-1.56952108321591	0.831114320700218	0.00367857583930438	0.0330437881093631	TNN	63923
161	ENSG00000116147	38.0876503192354	-1.73702355712642	0.710790748753025	0.000268673122510399	0.00551313787533351	TNR	7143
162	ENSG00000116183	38.2879948994323	-2.38527845833469	0.671991859061954	0.00018421233262488	0.0042612801410032	PAPPA2	60676
163	ENSG00000152092	14.8101890513961	-1.96493566394029	0.778221825259394	0.00160225675870243	0.0186995734564299	ASTN1	460
164	ENSG00000224968	8.12404577903009	-1.65892799741501	0.97792277338618	0.0024184792946474	0.0248877847245233	LINC01645	102724661
165	ENSG00000227579	45.4977560042786	-2.44284027372066	0.660404222685142	0.000100526292756035	0.00284332579690144	NA	NA
166	ENSG00000162779	32.1748577598827	-1.66518615545081	0.600296054208733	0.00187663128004609	0.0208508671751841	AXDND1	126859
167	ENSG00000143340	9.27208409014161	-1.80351487740805	0.885867237025163	0.00109183445188742	0.0144666825843703	FAM163A	148753
168	ENSG00000198216	45.173328239078	-2.45410748914753	0.628732262009788	3.27947673185165e-05	0.00135418094059585	CACNA1E	777
169	ENSG00000287452	19.3893439208162	-2.01394396166171	0.980472978805106	0.00172008614803227	0.0196664530426902	NA	NA
170	ENSG00000224810	0.895890377003114	-1.28242014752481	1.12941313956378	0.00559840274153133	0.0439759356361488	NA	NA
171	ENSG00000135824	5.45234286857082	-1.9613730297109	0.960443196306199	0.00376787779456805	0.033567059021683	RGS8	85397
172	ENSG00000143341	55.0791149767534	-0.814464659379275	0.636183740908601	0.00595284231754073	0.0459153369990289	HMCN1	83872
173	ENSG00000285894	12.5016183691346	-1.95346452106965	0.897564814769902	0.00183985922812942	0.0205961921148547	NA	NA
174	ENSG00000225006	3.43965145948765	-2.55452379402698	1.07705425944315	0.00421024306680005	0.0361862522738429	NA	NA
175	ENSG00000226486	10.5277750262129	-2.31238956279422	0.836280261917815	0.00370125568921294	0.0331516715064224	NA	NA
176	ENSG00000232212	3.44697723514456	-1.44054497697359	1.18557988867585	0.0058743945154241	0.0454829280392498	LINC01701	107985456
177	ENSG00000162670	30.5617626992042	-2.61030038555703	0.672510918400876	0.000116720365433592	0.0031429973310183	BRINP3	339479
178	ENSG00000225811	8.47458811426392	-1.87809534473955	0.946069863127736	0.00252243259734605	0.0256277571528829	NA	NA
179	ENSG00000231175	13.8990973823025	-2.1849145556688	0.780376081540665	0.000243932787142785	0.00517086135824569	LINC01720	440704
180	ENSG00000285638	24.6749766035831	-2.63994930535152	0.734757197878294	0.000214665323463897	0.00472903657301843	NA	NA
181	ENSG00000228215	14.4616389065043	-2.36212265241811	0.686285391217722	0.000564110094488673	0.00910647299215202	NA	NA
182	ENSG00000223344	2.49377769599865	-2.23366433491642	1.1230964688428	0.00392190420350715	0.0344894944566824	NA	NA
183	ENSG00000232077	7.56281994691969	-1.75480533086733	0.879545240540803	0.00303987112541955	0.0291068782074574	LINC01031	101929184
184	ENSG00000226640	8.26889658038869	-1.27921955347097	0.6564244110151	0.00326871045695091	0.0305023289846642	NA	NA
185	ENSG00000285718	10.0588729628875	-1.93098276526803	0.960982949368111	0.00278819906652109	0.0273589564458387	NA	NA
186	ENSG00000134376	18.8419106922294	-2.0923382818036	0.770758785396907	0.000501261690833611	0.00840412298942429	CRB1	23418
187	ENSG00000143355	2.74632096476094	-2.62003591454444	1.16180258523705	0.00138726764670159	0.0169111083622451	LHX9	56956
188	ENSG00000287989	7.7371257428318	-2.2009066912734	0.642620365825984	0.000100432245273817	0.00284204267903063	NA	NA
189	ENSG00000236278	0.850945272122848	-1.55662219226484	1.06270400162836	0.00546347629987223	0.0432888549009556	NA	NA
190	ENSG00000229989	13.9342461029778	-1.77532214979735	0.605570064989208	0.001375957733996	0.0168294650226174	NA	NA
191	ENSG00000235492	5.18032698177243	-1.7070372568465	0.838794705763695	0.00406744357651534	0.035360483816294	LINC01221	104266961
192	ENSG00000286541	3.40064536722347	-1.38886916532627	1.00709008805085	0.000101751894412123	0.00285791849070041	NA	NA
193	ENSG00000231718	20.2010826232359	-2.79572440033833	0.768732026817956	0.000137685849453075	0.00350813869095457	LINC02789	400800
194	ENSG00000229191	1.10984467557909	-2.00612964620393	0.998451364438021	0.00331318480410852	0.0307450681853853	NA	NA
195	ENSG00000234132	1.55657850126712	-1.22591754637377	1.25023139608813	0.00555390547882553	0.043783566935998	NA	NA
196	ENSG00000081248	8.00375747605798	-2.01227169659916	0.648999033649517	0.000246510100026275	0.00520658941007015	CACNA1S	779
197	ENSG00000133063	9.3414311796698	-1.60921379723024	0.703646029320602	0.000960225036825901	0.0132303463358176	CHIT1	1118
198	ENSG00000221643	5.53567245439873	-1.77804443274793	0.671399369262991	0.00286166732779538	0.0278714175724669	SNORA77	677843
199	ENSG00000184144	4.1112158265903	-0.686446348026944	0.857205354184422	0.00117246948860016	0.0151533310327627	CNTN2	6900
200	ENSG00000224717	2.68840607675029	-2.37344283353287	0.961420958148754	0.00172738802249032	0.0197228995433136	LEMD1-DT	284577
201	ENSG00000198049	1.53436145234963	-1.73742353490291	1.02169959222165	0.0062388935177772	0.0473235338728468	AVPR1B	553
202	ENSG00000287432	3.29690273146083	-1.8836738827911	1.0972222690063	0.00235350040099133	0.0244563897987715	NA	NA
203	ENSG00000142224	63.5141763476677	-3.48206795225706	0.614560301048356	1.27630445221522e-09	3.66944845880591e-07	IL19	29949
204	ENSG00000237074	9.68972187957975	-1.73622709699338	0.64494837211973	0.00423161785944624	0.036302087035995	NA	NA
205	ENSG00000117322	14.7212274435458	-2.69596615990598	0.763852871931536	4.37497851660089e-05	0.00163303625844401	CR2	1380
206	ENSG00000203710	29.1278733070519	-1.5602284196495	0.624171394198978	5.45979598437013e-07	5.68159411357475e-05	CR1	1378
207	ENSG00000236911	10.6260741141825	-1.1862948476638	0.784387131083556	4.48787094803711e-05	0.00165820135782289	NA	NA
208	ENSG00000232537	12.9942746393779	-2.27467219057356	0.754312647922523	0.00078803548318864	0.0114896911770903	NA	NA
209	ENSG00000117594	7.70731003930334	-1.64645447360559	0.705508063776905	0.000242967453763935	0.00516164373481978	HSD11B1	3290
210	ENSG00000143469	31.6179468773727	-2.12001465587373	0.636366444448673	0.000114575817237333	0.00310225081792608	SYT14	255928
211	ENSG00000284299	35.4738135764636	-2.33027026556116	0.620847058512108	4.45732920169928e-05	0.001652155056927	NA	NA
212	ENSG00000283952	13.0997547731857	-1.90203542170302	0.692371926150213	0.000605663799428918	0.00952995197435503	NA	NA
213	ENSG00000284376	13.2290205552535	-1.9718460141539	0.643777317170127	0.000478408784493924	0.00814732392939638	NA	NA
214	ENSG00000198570	5.66713410708663	-3.9293571974892	0.678118606058637	4.51574852500901e-14	4.6249979498509e-11	RD3	343035
215	ENSG00000229983	3.8675616742558	-1.29899196431144	0.921944646952892	0.00450376621101571	0.0378873643744133	NA	NA
216	ENSG00000286213	3.80470724050778	-2.42506853016295	1.07114470421017	0.00105505184958624	0.0141041611923506	NA	NA
217	ENSG00000185523	4.43622948044475	-1.90095163178343	0.860702069153882	0.000841234681080821	0.0120221393994657	SPATA45	149643
218	ENSG00000225233	8.72631255849715	-1.8795083221354	0.86209819313479	0.00160699195393203	0.0187404281419492	NA	NA
219	ENSG00000230461	16.2504822527709	-2.37595342394385	0.769137984257713	0.000883771212910006	0.0124712786169865	PROX1-AS1	100505832
220	ENSG00000283518	18.5509331951318	-2.18608296140536	0.798092763672182	0.00118629397481398	0.0152610524362419	NA	NA
221	ENSG00000082482	20.1412834837999	-2.12590070945702	0.869485250995943	0.00183113090929357	0.020518155730067	KCNK2	3776
222	ENSG00000228208	5.86583564965981	-2.13734068891282	0.972762776883508	0.00177381717482708	0.0200805803098681	LINC02869	440714
223	ENSG00000196660	40.8042885465441	-1.69885407882704	0.589953224292496	0.00112037896707627	0.0147113368688586	SLC30A10	55532
